shell,n_in_shell,r_mpc,phi_tick,theta_tick,omega,trichter_depth,x,y,z,alpha,delta_phi_tick
7,13,3500.0,50453.19473964162,29671.417756949344,0.24101827383871152,0.04524120811394666,-2663.4728799971545,2223.2390246326067,454.33975555541554,1.5,0.0
7,13,3500.0,91358.19473964162,32734.89292003891,0.24101827383871152,0.04524120811394666,-977.9375896101127,-3360.1204046384755,-55.92396655391198,1.5,0.0
7,13,3500.0,127934.19473964162,31410.365656941758,0.24101827383871152,0.04524120811394666,3484.5777018021404,-282.0297242683224,165.2034852600321,1.5,0.0
7,13,3500.0,637.1947396416217,24650.11569406135,0.24101827383871152,0.04524120811394666,3254.2929758193077,100.56384736775122,1263.9782764090037,1.5,0.0
7,13,3500.0,25665.19473964162,37685.9291719486,0.24101827383871152,0.04524120811394666,1085.9350331926755,3206.8206527230323,-873.1087498866613,1.5,0.0
7,13,3500.0,52986.19473964162,38817.80450380422,0.24101827383871152,0.04524120811394666,-2800.212678067617,1805.7295607800966,-1054.550619586244,1.5,0.0
7,13,3500.0,76893.19473964162,26572.035241777492,0.24101827383871152,0.04524120811394666,-2799.8835372151098,-1859.6893406897611,960.3599119136535,1.5,0.0
7,13,3500.0,53511.19473964162,33275.385525332604,0.24101827383871152,0.04524120811394666,-2986.0791083052873,1819.692498075447,-146.1436884748454,1.5,0.0
7,13,3500.0,47091.19473964162,26058.927006394188,0.24101827383871152,0.04524120811394666,-2180.1414367573216,2524.9274281570356,1042.344625169355,1.5,0.0
7,13,3500.0,111458.19473964162,35190.28950724495,0.24101827383871152,0.04524120811394666,2210.8860205788633,-2671.923198617585,-464.55265813870153,1.5,0.0
8,13,4000.0,34875.33892915072,24906.08341005411,0.20958521983855138,0.058815841271515235,-447.620406246559,3712.0038544721247,1392.238029690597,1.5,0.0
8,13,4000.0,55916.33892915072,33288.61000414203,0.20958521983855138,0.058815841271515235,-3631.3357166560927,1668.4494835795822,-168.7245264245121,1.5,0.0
8,13,4000.0,51074.33892915072,30308.940998571506,0.20958521983855138,0.058815841271515235,-3130.42823796206,2456.9378434635296,396.482021021194,1.5,0.0
8,13,4000.0,104930.33892915072,37742.593838745095,0.20958521983855138,0.058815841271515235,1415.4173473671856,-3598.187676201366,-1003.4287177512109,1.5,0.0
8,13,4000.0,114115.33892915072,37393.67384744169,0.20958521983855138,0.058815841271515235,2839.501282433398,-2649.0776669329107,-939.2273037123172,1.5,0.0
8,13,4000.0,113687.33892915072,29437.65006372799,0.20958521983855138,0.058815841271515235,2838.030270395025,-2760.0408235878804,560.7169882081887,1.5,0.0
8,13,4000.0,11532.33892915072,39736.97020012987,0.20958521983855138,0.058815841271515235,3178.6544285429686,1988.8886805251307,-1364.334475347309,1.5,0.0
